"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
345,"Just now, which graphics card model has its frame rate exceeding 200 FPS?","['RTX 2080 Ti.', 'RTX 3090.', 'RTX 4090.', 'GTX 1080.']","RTX 4090.","C","C) RTX 4090.","C",100.0,"Text-Rich Understanding"
345,"Which rival drivers are shown in front of the first-person perspective of the ""WILLIAMS"" car right now?","['RUSSELL and ALONSO.', 'VERSTAPPEN, BOTTAS, RUSSELL, MAGNUSSEN and ALBON.', 'HAMILTON and LECLERC.', 'VETTEL and GASLY.']","VERSTAPPEN, BOTTAS, RUSSELL, MAGNUSSEN and ALBON.","B","B) VERSTAPPEN, BOTTAS, RUSSELL, MAG","B",100.0,"Text-Rich Understanding"
345,"What key statistics about the GPU were shown just now?","['CPU usage and system temperature.', 'GPU model, temperature readings, clock speed and power.', 'Memory usage and network speed.', 'Hard drive space and cooling fan speed.']","GPU model, temperature readings, clock speed and power.","B","B) GPU model, temperature readings, clock speed and power.","B",100.0,"Text-Rich Understanding"
345,"What is the visual focus of the scene right now?","['The setup of a gaming console.', 'Two graphics cards on a white surface.', 'A close-up of a computer screen.', 'A group of people discussing.']","Two graphics cards on a white surface.","B","B) Two graphics cards on a white surface.","B",100.0,"Text-Rich Understanding"
346,"What is announced over the image of the detailed miniature race setup right now?","['""NEXT GEN PISTON CUP, Race 1 - Round 2"".', '""NEXT GEN PISTON CUP, Race 2 - Round 1"".', '""NEXT GEN TOY RACE, Round 2 - Race 1"".', '""NEXT GEN TOY RACE, Race 1 - Round 2"".']","""NEXT GEN PISTON CUP, Race 2 - Round 1"".","B","B) ""NEXT GEN PISTON CUP, Race 2 - Round","B",100.0,"Text-Rich Understanding"
346,"What color is the car driven by Rich Mixon?","['Pink.', 'Blue.', 'Green.', 'Orange.']","Pink.","A","A) Pink.","A",100.0,"Attribute Recognition"
346,"Which car is leading the race?","['#20 Jackson Storm.', '#48 Aaron Clocker.', ""#11 Chris Roamin'."", '#36 Rich Mixon.']","#36 Rich Mixon.","D","D) #36 Rich Mixon.","D",100.0,"Event Understanding"
346,"How are the race cars positioned right now?","['In a single line.', 'Randomly scattered.', 'In two rows.', 'In a circle.']","In two rows.","C","C) In two rows.","C",100.0,"Spatial Understanding"
346,"Who is ranked first for Group 4 - Heat 3?","['#90 Paul Conrev.', '#92 Sheldon Shifter.', '#68 H.J. Hollis.', '#15 Harvey Rodcap.']","#15 Harvey Rodcap.","D","D) #15 Harvey Rodcap.","D",100.0,"Event Understanding"
347,"What is placed on the gas stove burner right now?","['A saucepan with boiling water.', 'A kettle with tea.', 'A wok with vegetables.', 'A frying pan containing several garlic.']","A frying pan containing several garlic.","D","D) A frying pan containing several garlic.","D",100.0,"Object Recognition"
347,"What is the person doing with the bread on the cutting board?","['Marinating it.', 'Grilling it.', 'Preparing to cut it.', 'Weighing it.']","Preparing to cut it.","C","C) Preparing to cut it.","C",100.0,"Event Understanding"
347,"What does the person do after placing sandwich slices on the grill pan?","['Pours oil  over the sandwiches.', 'Adds seasoning to the sandwiches.', 'Puts a lid on the grill pan.', 'Turns off the burner.']","Pours oil  over the sandwiches.","A","A) Pours oil over the sandwiches.","A",100.0,"Action Recognition"
347,"What is the person doing right now?","['Spread the butter onto the piece of toast.', 'Spread the jam onto the biscuit.', 'Spread the condiments onto the slice of bread.', 'Spread the mayonnaise onto the sandwich bun.']","Spread the condiments onto the slice of bread.","C","A) Spread the butter onto the piece of toast.","A",0.0,"Action Recognition"
347,"What object is the person using to garnish the food?","['Fork.', 'Knife.', 'Tongs.', 'Spoon.']","Spoon.","D","D) Spoon.","D",100.0,"Object Recognition"
348,"Where are the artist labels located in relation to the paintings?","['Above the paintings.', 'Next to the paintings.', 'Below the paintings.', 'On the paintings.']","Above the paintings.","A","A) Above the paintings.","A",100.0,"Spatial Understanding"
348,"Which of the following options best describes these artworks?","['A mix of abstract paintings with vibrant colors and sculptures on pedestals.', 'A series of black and white photographs.', 'A collection of modern furniture designs.', 'A display of classical paintings with gold frames.']","A mix of abstract paintings with vibrant colors and sculptures on pedestals.","A","A) A mix of abstract paintings with vibrant colors and sculptures on pedestals.","A",100.0,"Clips Summarize"
348,"Why are there reflections on the surface of the tall painting?","['Because it has a glossy finish.', 'Because it is covered in glass.', 'Because it is illuminated by several spotlights.', 'Because the camera is using a flash.']","Because it is illuminated by several spotlights.","C","B) Because it is covered in glass.","B",0.0,"Causal Reasoning"
348,"What is prominently featured in this tall, vertical painting?","['Characters in vibrant outfits.', 'A dark blue center with white edges.', 'Abstract shapes and vibrant colors.', 'Geometric and floral patterns.']","A dark blue center with white edges.","B","B) A dark blue center with white edges.","B",100.0,"Object Recognition"
348,"What is being displayed on the video now?","['A bookshelf filled with books.', 'A painting depicting a bookshelf.', 'A painting with many trees.', 'A painting with many people in it.']","A painting depicting a bookshelf.","B","B) A painting depicting a bookshelf.","B",100.0,"Object Recognition"
349,"What is prominently displayed behind the person standing against a blue backdrop?","['""CHEF in 10"".', '""COOK in 10"".', '""BAKE in 10"".', '""RAMSAY in 10"".']","""RAMSAY in 10"".","D","D) ""RAMSAY in 10"".","D",100.0,"Text-Rich Understanding"
349,"What is the person adding to the blender cup?","['Fresh fruits.', 'Spices.', 'Oil.', 'Fresh herbs.']","Fresh herbs.","D","D) Fresh herbs.","D",100.0,"Object Recognition"
349,"What is the person slicing with the knife?","['Lemon.', 'Meat.', 'Apple.', 'Bread.']","Bread.","D","D) Bread.","D",100.0,"Object Recognition"
349,"What indicates that the grill pan is hot?","['The grill pan has lemons on it.', 'The grill pan is emitting steam.', 'The grill pan is being repositioned.', 'The grill pan is making noise.']","The grill pan is emitting steam.","B","B) The grill pan is emitting steam.","B",100.0,"Causal Reasoning"
349,"What food is on the baking tray now?","['Two slices of lemon and a roasted chicken.', 'Three slices of lime and a grilled fish.', 'Four slices of orange and a baked ham.', 'Five slices of cucumber and a roasted turkey.']","Two slices of lemon and a roasted chicken.","A","A) Two slices of lemon and a roasted chicken.","A",100.0,"Attribute Recognition"
350,"What is being done with the cutting mat right now?","['Removing the cutting mat from the cutting machine.', 'Cutting the pink paper on the mat manually.', 'Decorating the cutting mat with stickers.', 'Placing the cutting mat into the cutting machine.']","Placing the cutting mat into the cutting machine.","D","D) Placing the cutting mat into the cutting machine.","D",100.0,"Action Recognition"
350,"What action is being performed right now?","['Cutting the insert and window pieces with scissors.', 'Peeling off the protective sheet from the acetate.', 'Operating the Cricut Maker 3 cutting machine.', 'Arranging the cut pieces and beads on a gray surface.']","Arranging the cut pieces and beads on a gray surface.","D","C) Operating the Cricut Maker 3 cutting machine.","C",0.0,"Action Recognition"
350,"What are the hands holding right now?","['The pink sheet of paper.', 'The clear plastic sheet.', 'The decorative beads.', 'The pen and keychain.']","The pen and keychain.","D","D) The pen and keychain.","D",100.0,"Action Recognition"
350,"What did the hands do just now?","['Cut a new piece of paper.', 'Fold another frame without glue.', 'Decorate the paper frame with beads.', 'Smooth out the acetate window on the paper frame.']","Smooth out the acetate window on the paper frame.","D","D) Smooth out the acetate window on the paper frame.","D",100.0,"Action Recognition"
350,"What did the hands do just now?","['Folded the pink paper object and pressed the glue.', 'Applied glue along the edges of the pink paper object.', 'Decorated the pink paper object with the beaded pen.', 'Put the pen and keychain into the pink box.']","Put the pen and keychain into the pink box.","D","D) Put the pen and keychain into the pink box.","D",100.0,"Action Recognition"
351,"Where are the green trash bins located?","['On the right side of the street.', 'In the background near the cityscape.', 'On the left side of the street.', 'Next to the olive-green garage door.']","On the left side of the street.","C","B) In the background near the cityscape.","B",0.0,"Spatial Understanding"
351,"What vehicle is parked on the left side of the narrow street right now","['A blue bicycle.', 'A white van.', 'A yellow motorcycle.', 'A red scooter.']","A red scooter.","D","D) A red scooter.","D",100.0,"Object Recognition"
351,"What are the colors of the antique vehicle parked by the curb right now?","['Red and white.', 'Blue ,Green and silver.', 'Black and yellow.', 'Green ,Brown and gold.']","Green ,Brown and gold.","D","D) Green, Brown and gold.","D",100.0,"Attribute Recognition"
351,"What is visible in the foreground on the pedestrian pathway?","['A cyclist and a runner.', 'A person with a red backpack.', 'A group of people standing still.', 'Two people walking side by side.']","Two people walking side by side.","D","D) Two people walking side by side.","D",100.0,"Object Recognition"
351,"What action does the viewer take in the video?","['Walking down a stone-paved street.', 'Sitting at a cafe.', 'Riding a bicycle.', 'Boarding a boat.']","Walking down a stone-paved street.","A","A) Walking down a stone-paved street.","A",100.0,"Action Recognition"
352,"What color is the shirt worn by the person mixing ingredients at the kitchen counter?","['Red.', 'Blue.', 'Green.', 'Yellow.']","Blue.","B","B) Blue.","B",100.0,"Attribute Recognition"
352,"How much time does the person have left to complete their task according to the producer?","['5 minutes 30 seconds.', '7 minutes 30 seconds.', '8 minutes 30 seconds.', '9 minutes 30 seconds.']","8 minutes 30 seconds.","C","C) 8 minutes 30 seconds.","C",100.0,"Text-Rich Understanding"
352,"What is the person vigorously mixing in a glass bowl?","['A white creamy mixture.', 'A brown mixture.', 'A yellow batter.', 'A green sauce.']","A brown mixture.","B","B) A brown mixture.","B",100.0,"Object Recognition"
352,"What does the person use to mix the batter-like substance?","['A metal whisk.', 'A wooden spoon.', 'A red spatula.', 'A plastic fork.']","A wooden spoon.","B","A) A metal whisk.","A",0.0,"Object Recognition"
352,"What does the man place inside the microwave?","['A small white bowl.', 'A silver pot.', 'A glass jar.', 'A blue plate.']","A small white bowl.","A","A) A small white bowl.","A",100.0,"Object Recognition"
353,"What text is prominently displayed on the screen right now before the scene transitions to an outline resembling glasses?","['Introducing the future.', 'Just one more thing...', 'One last item...', 'One more thing...']","One more thing...","D","D) One more thing...","D",100.0,"Text-Rich Understanding"
353,"What scores are shown for the MacBook Air 13 just now for ""Premiere Pro"" in the ""Adobe(23.4) 视频制作"" results?","['322.', '835.', '327.', '1042.']","322.","A","A) 322.","A",100.0,"Text-Rich Understanding"
353,"What word is printed on the sides of the yellow and black backpack right now?","['TECHNO.', 'FUTURE.', 'CYBERPUNK.', 'HACKER.']","CYBERPUNK.","C","C) CYBERPUNK.","C",100.0,"Text-Rich Understanding"
353,"Which MacBook model is shown with a geometric design on the screen right now?","['MacBook Air 15.', 'MacBook Pro 14.', 'MacBook Pro 16.', 'MacBook Air 13.']","MacBook Pro 14.","B","D) MacBook Air 13.","D",0.0,"Text-Rich Understanding"
353,"What color is the background right now while the man is speaking?","['Red.', 'Green.', 'Blue.', 'Yellow.']","Blue.","C","C) Blue.","C",100.0,"Text-Rich Understanding"
354,"What brand logo is displayed on the steering wheel?","['Scania.', 'Mercedes.', 'MAN.', 'Volvo.']","Volvo.","D","D) Volvo.","D",100.0,"Text-Rich Understanding"
354,"What is directly in front of the vehicle?","['A park.', 'A construction site.', 'A crosswalk.', 'A gas station.']","A crosswalk.","C","C) A crosswalk.","C",100.0,"Object Recognition"
354,"What color is the car driving next to the bus?","['Blue.', 'Green.', 'Red.', 'White.']","Red.","C","C) Red.","C",100.0,"Object Recognition"
354,"What color is the building with the slanted roof visible right now at the driver's left side?","['Red.', 'White.', 'Blue.', 'Black.']","Red.","A","A) Red.","A",100.0,"Attribute Recognition"
354,"What is the digit displayed on the rear panel of the yellow bus right now?","['60.', '40.', '30.', '50.']","50.","D","D) 50.","D",100.0,"Text-Rich Understanding"
355,"How many studs does each yellow interlocking block placed by the hand have?","['Eight.', 'Sixteen.', 'Four.', 'Twelve.']","Eight.","A","C) Four.","C",0.0,"Counting"
355,"How many interlocking blocks are positioned in a straight line by the hand?","['Three.', 'Five.', 'Seven.', 'Four.']","Four.","D","B)","B",0.0,"Counting"
355,"What is the color of the block that the hand is reaching for right now?","['Yellow.', 'Orange.', 'Green.', 'Blue.']","Green.","C","C) Green.","C",100.0,"Attribute Recognition"
355,"What color is the brick first added after the initial blue bricks form a two-layered structure?","['Green.', 'Yellow.', 'Orange.', 'Red.']","Green.","A","A) Green.","A",100.0,"Event Understanding"
355,"What is the sequence of bricks added to the structure after the blue bricks?","['Green, yellow, orange.', 'Yellow, green, orange.', 'Orange, yellow, green.', 'Green, orange, yellow.']","Green, yellow, orange.","A","A) Green, yellow, orange.","A",100.0,"Event Understanding"
356,"Which of the following options best summarizes the actions just taken?","['The individual prepared a sandwich, applied condiments, and wrapped it for serving.', 'The individual selected toppings, spread sauce, and baked a pizza.', 'The individual prepared a pizza peel, dusted it with flour, and placed a dough bag on the counter.', 'The individual sliced vegetables, assembled a salad, and served it in a bowl.']","The individual prepared a pizza peel, dusted it with flour, and placed a dough bag on the counter.","C","C) The individual prepared a pizza peel, dusted it with flour, and","C",100.0,"Clips Summarize"
356,"Which of the following options best summarizes the actions taken by the individual just now?","['The individual crafted a sandwich, adding lettuce and tomatoes, then cutting it in half before serving.', 'The individual prepared a salad by mixing several ingredients and garnishing it with dressing.', 'The individual baked a pizza, adding cheese and pepperoni, before placing it into the oven.', 'The individual composed a pizza, topping it with spinach, mushrooms, and some type of reddish ingredient.']","The individual composed a pizza, topping it with spinach, mushrooms, and some type of reddish ingredient.","D","D) The individual composed a pizza, topping it with spinach, mushrooms, and","D",100.0,"Clips Summarize"
356,"Which of the following options best summarizes the individual's actions just now?","['The individual prepares a pizza dough by rolling it out and forming a circular shape.', 'The individual decorates a cake by applying frosting and adding toppings.', 'The individual prepares a sandwich by layering ingredients and cutting it in half.', 'The individual makes a sushi roll by spreading rice and adding fish.']","The individual prepares a pizza dough by rolling it out and forming a circular shape.","A","A) The individual prepares a pizza dough by rolling it out and forming a circular","A",100.0,"Clips Summarize"
356,"Which of the following options best summarizes the actions taking place just now?","['The individual was spreading sauce on a pizza base and putting toppings on it.', 'The individual was applying flour to a pizza board and preparing the workstation for making pizza.', 'The individual was washing kitchen utensils and cleaning the floor.', 'The individual was grating cheese and chopping vegetables for a salad.']","The individual was applying flour to a pizza board and preparing the workstation for making pizza.","B","A) The individual was spreading sauce on a pizza base and putting toppings on it","A",0.0,"Clips Summarize"
356,"Which of the following options best summarizes the recent actions shown?","['The worker picked up dough, kneaded it, and placed it into a proofing oven.', 'The worker stretched a pizza dough, then added marinara sauce to the center, spreading it out.', 'The worker prepared a sandwich, added condiments, and wrapped it in paper.', 'The worker chopped vegetables, placed them in a bowl, and added dressing.']","The worker stretched a pizza dough, then added marinara sauce to the center, spreading it out.","B","B) The worker stretched a pizza dough, then added marinara sauce to the","B",100.0,"Clips Summarize"
357,"What item is the person holding close to the camera right now?","['A framed picture.', 'A black device.', 'A navy blue t-shirt.', 'A smartphone.']","A smartphone.","D","D) A smartphone.","D",100.0,"Text-Rich Understanding"
357,"What is the CPU multi-core score shown in the video for the A15?","['4317.', '1741.', '4211.', '4908.']","4908.","D","D) 4908.","D",100.0,"Text-Rich Understanding"
357,"What title is displayed at the top center of the black background right now?","['3DMark Benchmark Results.', 'Processor Performance Test.', '3DMark Extreme Test.', '3DMark Wild Extreme Stress 測試.']","3DMark Wild Extreme Stress 測試.","D","D) 3DMark Wild Extreme Stress 測試.","D",100.0,"Text-Rich Understanding"
357,"What is the title of the bar chart being displayed right now?","['游戏设备对比.', '帧率和温度关系.', '不同设备的功耗比较.', '《原神》游戏实时帧率.']","《原神》游戏实时帧率.","D","D) 《原神》游戏实时帧率.","D",100.0,"Text-Rich Understanding"
357,"What type of products are predominantly displayed on the shopping application right now?","['Clothes.', 'Books.', 'Furniture.', 'Electronics.']","Electronics.","D","D) Electronics.","D",100.0,"Text-Rich Understanding"
358,"Where is the crowd of people located in relation to the city skyline?","['On the left side of the frame.', 'In the center of the frame.', 'On the right side of the frame.', 'At the top of the frame.']","On the right side of the frame.","C","C) On the right side of the frame.","C",100.0,"Spatial Understanding"
358,"What is the main focus of the video?","['A parade in the city.', 'A busy street market.', 'A breathtaking nighttime cityscape.', 'A sports event.']","A breathtaking nighttime cityscape.","C","C) A breathtaking nighttime cityscape.","C",100.0,"Event Understanding"
358,"What is the color of the backpack worn by the person in the red shirt?","['Green.', 'Black.', 'Purple.', 'Blue.']","Purple.","C","C) Purple.","C",100.0,"Attribute Recognition"
358,"What kind of atmosphere is depicted in the video?","['Calm and quiet.', 'Lively and bustling.', 'Tense and stressful.', 'Serene and peaceful.']","Lively and bustling.","B","B) Lively and bustling.","B",100.0,"Event Understanding"
358,"What is located to the left of the pedestrian pathway?","['A large digital billboard.', 'Bright advertisements for brands.', 'A row of slender vertical poles supporting an overhead structure.', 'A water fountain.']","A row of slender vertical poles supporting an overhead structure.","C","C) A row of slender vertical poles supporting an overhead structure.","C",100.0,"Spatial Understanding"
359,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
359,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '1.']","1.","D","B)","B",0.0,"Counting"
359,"How many times in total have movie clips been inserted during this person's explanation so far?","['3.', '4.', '6.', '0.']","3.","A","A)","A",100.0,"Counting"
359,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '5.', '3.', '7.']","5.","B","C)","C",0.0,"Counting"
359,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '4.', '9.', '6.']","6.","D","D)","D",100.0,"Counting"
360,"Why does the character cuddle the teddy bear and smile in bed?","['Because the character is preparing for bedtime.', 'Because the character is trying to send a message.', 'Because the character feels comforted by the teddy bear.', 'Because the character is participating in a game.']","Because the character feels comforted by the teddy bear.","C","C) Because the character feels comforted by the teddy bear.","C",100.0,"Causal Reasoning"
360,"Why does Mr. Bean become disturbed?","['Because the worker is whistling loudly.', 'Because the worker is using a jackhammer.', 'Because the worker is throwing tools around.', 'Because the worker is shouting instructions.']","Because the worker is using a jackhammer.","B","B) Because the worker is using a jackhammer.","B",100.0,"Causal Reasoning"
360,"Why does the person adjust a lever and press a red button on the machine?","['Because the person wants to power up the machine.', 'Because the person needs to deflate the tent.', 'Because the person wants to shut down the machine.', ""Because the person is testing the lever's mechanism.""]","Because the person wants to power up the machine.","A","A) Because the person wants to power up the machine.","A",100.0,"Causal Reasoning"
360,"Why is there an abundance of egg cartons and eggs causing clutter in the house?","['Because the man in the red hat operates heavy machinery.', 'Because someone is baking a large number of cakes.', 'Because a delivery of eggs made a mistake.', 'Because the family is preparing for a party.']","Because the man in the red hat operates heavy machinery.","A","C) Because a delivery of eggs made a mistake.","C",0.0,"Causal Reasoning"
360,"Why do the workers outside notice an issue with the pipeline?","['Because there was a scheduled maintenance check.', 'Because the pipeline was leaking due to wear and tear.', 'Because overheating cooking supplies produced smoke.', 'Because the workers were alerted by a loud noise.']","Because overheating cooking supplies produced smoke.","C","B) Because the pipeline was leaking due to wear and tear.","B",0.0,"Causal Reasoning"
361,"What is being shown right now?","['A collection of colorful notebooks.', 'Personalized agate coasters with names on them.', 'A stack of books with gilded edges.', 'A digital workspace interface.']","Personalized agate coasters with names on them.","B","B) Personalized agate coasters with names on them.","B",100.0,"Action Recognition"
361,"What is the cursor doing right now?","['Pasting the name ""Brad"".', 'Highlighting the name ""Emily"".', 'Dragging ""Melissa"" upward.', 'Right-clicking on the pink square.']","Dragging ""Melissa"" upward.","C","D) Right-clicking on the pink square.","D",0.0,"Action Recognition"
361,"What is the cursor doing just now?","['Highlighting the word ""Thomas"".', 'Adjusting the placement of ""Brad"".', 'Interacting with the word ""Melissa"".', 'Making changes to the word ""Emily"".']","Adjusting the placement of ""Brad"".","B","C) Interacting with the word ""Melissa"".","C",0.0,"Action Recognition"
361,"What is the hand doing right now?","['Cutting another piece of gold foil.', 'Pressing down on the gold foil.', 'Folding the ""Cricut"" sheet.', 'Peeling back the ""Cricut"" sheet.']","Peeling back the ""Cricut"" sheet.","D","D) Peeling back the ""Cricut"" sheet.","D",100.0,"Action Recognition"
361,"What did the hands do just now with the ""Brad"" name piece?","['Held it up to the light.', 'Placed and smoothed it down onto the surface.', 'Removed a protective layer.', 'Dropped it onto the floor.']","Placed and smoothed it down onto the surface.","B","C) Removed a protective layer.","C",0.0,"Action Recognition"
362,"What is located to the right side of the road right now?","['A gas station.', 'A bank.', 'A park.', 'A cafe.']","A cafe.","D","A) A gas station.","A",0.0,"Spatial Understanding"
362,"What are the main colors of the flowers in the hanging baskets right now?","['Green and black.', 'Red and pink.', 'Red and blue.', 'White, yellow and purple.']","White, yellow and purple.","D","D) White, yellow and purple.","D",100.0,"Attribute Recognition"
362,"Where are the kayaks located right now?","['On the right side of the road.', 'On the left side of the road.', 'On the grass beside the path.', 'Docked at the shore.']","On the left side of the road.","B","B) On the left side of the road.","B",100.0,"Spatial Understanding"
362,"What is located on the left side of the cyclist right now?","['A field.', 'A canal.', 'A dense forest.', 'A building.']","A canal.","B","B) A canal.","B",100.0,"Spatial Understanding"
362,"What is located on the left side of the path right now?","['A river.', 'A line of trees.', 'A building.', 'A field.']","A line of trees.","B","B) A line of trees.","B",100.0,"Spatial Understanding"
363,"What item does the video start with someone picking up?","['A decorative hair comb.', 'A wooden comb.', 'A hand mirror.', 'A jeweled necklace.']","A decorative hair comb.","A","A) A decorative hair comb.","A",100.0,"Object Recognition"
363,"What are the colors of the corset and its trim worn by the person?","['Light brown with white stripes and black lace trim.', 'Light brown with black stripes and white lace trim.', 'White with black stripes and light brown lace trim.', 'Black with white stripes and brown lace trim.']","Light brown with black stripes and white lace trim.","B","B) Light brown with black stripes and white lace trim.","B",100.0,"Attribute Recognition"
363,"What action did the person just perform?","['Fastening the metal clasps.', 'Adjusting the white dress.', 'Tightening the corset laces.', 'Lowering their arms.']","Tightening the corset laces.","C","C) Tightening the corset laces.","C",100.0,"Action Recognition"
363,"What is the left side person holding in his hands?","['A white garment.', 'A black hat.', 'A book.', 'A pair of shoes.']","A white garment.","A","A) A white garment.","A",100.0,"Object Recognition"
363,"What is hanging on the mirror right now?","['White gloves.', 'A hat.', 'A scarf.', 'A necklace.']","White gloves.","A","A) White gloves.","A",100.0,"Object Recognition"
364,"What information is displayed as white text in Chinese on the black screen right now?","['The video was edited using advanced software.', 'The video was shot entirely on an iPhone.', 'The video highlights scenic city landscapes.', 'The video was produced by a famous filmmaker.']","The video was shot entirely on an iPhone.","B","B) The video was shot entirely on an iPhone.","B",100.0,"Text-Rich Understanding"
364,"What language are the graph labels showing performance metrics written in right now?","['English.', 'Japanese.', 'Korean.', 'Chinese.']","Chinese.","D","D) Chinese.","D",100.0,"Text-Rich Understanding"
364,"What labels are shown on the display screen right now?","['""HDR,"" ""Portrait,"" ""Landscape,"" and ""Night"".', '""Pro,"" ""Normal,"" ""Custom,"" and ""Basic"".', '""Ultra wide,"" ""Wide,"" ""Depth,"" and ""Zoom"".', '""Ultra wide,"" ""Wide,"" ""Tele,"" and ""Selfie"".']","""Ultra wide,"" ""Wide,"" ""Tele,"" and ""Selfie"".","D","A) ""HDR,"" ""Portrait,"" ""Landscape,"" and ""Night"".","A",0.0,"Text-Rich Understanding"
364,"What app is being used on the smartphone right now?","['FITNESS TRACKER.', 'SPEEDTEST.', 'WEATHER FORECAST.', 'MAPS NAVIGATION.']","SPEEDTEST.","B","B) SPEEDTEST.","B",100.0,"Text-Rich Understanding"
364,"What does the overlay text on the screen right now humorously suggest?","['Someone is praising the person.', 'Someone is gossiping about the person.', 'Someone is giving directions to the person.', 'Someone is warning the person.']","Someone is gossiping about the person.","B","B) Someone is gossiping about the person.","B",100.0,"Text-Rich Understanding"
365,"What is the person doing right now?","['Sprinkle seasonings into the pot.', 'Pours oil into the pans.', 'Slices vegetables on the counter.', 'Washes hands at the sink.']","Sprinkle seasonings into the pot.","A","B) Pours oil into the pans.","B",0.0,"Action Recognition"
365,"What does the person do after adding an ingredient to the pans?","['Adjust the food in the pot to evenly distribute the seasonings on top.', 'Adjusts the heat of the pans.', 'Cleans the countertop.', 'Moves to the dining table.']","Adjust the food in the pot to evenly distribute the seasonings on top.","A","B) Adjusts the heat of the pans.","B",0.0,"Event Understanding"
365,"What item is holding by his right hand right now?","['A bottle.', 'Only vegetables.', 'Only meat pieces.', 'Sliced fruits.']","A bottle.","A","A) A bottle.","A",100.0,"Object Recognition"
365,"What action is the person performing right now?","['Pours the contents into the frying pan.', 'Puts the bottle back in the refrigerator.', 'Places the bottle on the counter.', 'Drinks from the bottle.']","Pours the contents into the frying pan.","A","A) Pours the contents into the frying pan.","A",100.0,"Action Recognition"
365,"Why does the person shake the frying pan after pouring the liquid into it?","['To mix the ingredients.', 'To cool down the pan.', 'To stop the steam.', 'To clean the pan.']","To mix the ingredients.","A","A) To mix the ingredients.","A",100.0,"Causal Reasoning"
366,"Based on the crowd's interaction and engagement, what might be inferred to be present but out of view?","['A quiet library.', 'Street performers and entertainment elements.', 'A calm and deserted area.', 'An indoor concert.']","Street performers and entertainment elements.","B","B) Street performers and entertainment elements.","B",100.0,"Prospective Reasoning"
366,"What is the camera doing right now?","['Moving forward slowly.', 'Staying still.', 'Moving backward.', 'Panning left and right.']","Moving forward slowly.","A","A) Moving forward slowly.","A",100.0,"Action Recognition"
366,"Where are the trees located in relation to the buildings in the cityscape?","['Behind the buildings.', 'To the right of the buildings.', 'In the foreground, framing the scene.', 'On the rooftops of the buildings.']","In the foreground, framing the scene.","C","C) In the foreground, framing the scene.","C",100.0,"Spatial Understanding"
366,"Which type of bus entered the scene just now?","['Single-decker bus.', 'Mini-bus.', 'Coach bus.', 'Double-decker bus.']","Double-decker bus.","D","D) Double-decker bus.","D",100.0,"Object Recognition"
366,"What indicates that the area is lively and urban?","['Presence of street performers.', 'Numerous pedestrians and vehicles and tall buildings.', 'Absence of advertisements.', 'Quiet surroundings.']","Numerous pedestrians and vehicles and tall buildings.","B","B) Numerous pedestrians and vehicles and tall buildings.","B",100.0,"Causal Reasoning"
367,"What might the speaker explain next?","['The properties of polygon.', 'The concept of triangle.', 'How to measure the sides of a rectangle.', 'The definition of a polygon.']","The concept of triangle.","B","B) The concept of triangle.","B",100.0,"Prospective Reasoning"
367,"What might the speaker explain next?","['The properties of acute angles.', 'The difference between acute angle and obtuse angle.', 'How to identify right triangles from angles.', 'The relationship between different types of triangles.']","The difference between acute angle and obtuse angle.","B","A) The properties of acute angles.","A",0.0,"Prospective Reasoning"
367,"What might the speaker explain next?","['The angle sum of triangles.', 'The concept of right triangles.', 'Important theorems about scalene triangles.', ""The equal sides' number of Isosceles triangles.""]","The equal sides' number of Isosceles triangles.","D","D) The equal sides' number of Isosceles triangles.","D",100.0,"Prospective Reasoning"
367,"What might the speaker discuss next?","['Examples of right triangles.', 'Types of angles of equilateral triangles.', 'The concept of similar triangles.', 'Differences between quadrilaterals and triangles.']","Types of angles of equilateral triangles.","B","A) Examples of right triangles.","A",0.0,"Prospective Reasoning"
367,"What might the speaker do next?","['Discuss the properties of isosceles triangles.', 'Introduce the concept of congruent triangles.', 'Explain the Pythagorean theorem.', 'Solve for the unknown angle.']","Solve for the unknown angle.","D","D) Solve for the unknown angle.","D",100.0,"Prospective Reasoning"
368,"What is the person holding right now?","['A spatula.', 'A spoon.', 'An olive oil bottle.', 'A whisk.']","An olive oil bottle.","C","C) An olive oil bottle.","C",100.0,"Object Recognition"
368,"What is the woman holding over the black frying pan?","['A wooden spoon.', 'A salt shaker.', 'noodles.', 'A spatula.']","noodles.","C","C) noodles.","C",100.0,"Object Recognition"
368,"What is the woman holding while she is stirring the pot on the stove?","['A ladle.', 'A whisk.', 'A tongs.', 'A spatula.']","A tongs.","C","D) A spatula.","D",0.0,"Object Recognition"
368,"What color is the pot being used by the person in the kitchen?","['Black.', 'Silver.', 'Red.', 'White.']","Silver.","B","B) Silver.","B",100.0,"Attribute Recognition"
368,"What item is the woman holding in her hand right now?","['A red book.', 'A salt grinder.', 'A cup of coffee.', 'A newspaper.']","A salt grinder.","B","B) A salt grinder.","B",100.0,"Object Recognition"
